City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kudahuvadhoo,41,MV,1613822767,75,2.6708,72.8944,81.81,12.01
Carambeí,76,BR,1613822767,89,-24.9178,-50.0972,64.58,5.46
Caravelas,100,BR,1613822768,74,-17.7125,-39.2481,81.14,11.25
Aklavik,98,CA,1613822769,76,68.2191,-135.0107,-22.0,1.14
Druzhba,99,UA,1613822770,96,52.0428,33.9453,16.77,8.61
Leeton,34,AU,1613822770,44,-34.5667,146.4,78.8,6.4
Gimli,94,CA,1613822771,84,50.6336,-96.9907,-2.2,13.8
Santa Vitória do Palmar,1,BR,1613822772,75,-33.5189,-53.3681,68.56,4.27
Mnogovershinnyy,100,RU,1613822772,95,53.9353,139.9242,3.78,5.12
Rabo de Peixe,20,PT,1613822773,66,37.8,-25.5833,53.6,10.36
Ketchikan,90,US,1613822774,100,55.3422,-131.6461,33.8,8.05
Brae,20,GB,1613822774,87,60.3964,-1.353,48.2,9.22
Mairwa,0,IN,1613822775,35,26.2333,84.15,74.61,4.65
Ambovombe,10,MG,1613822776,62,-25.1667,46.0833,87.4,11.68
Taoudenni,5,ML,1613822777,11,22.6783,-3.9836,92.1,10.74
Märsta,75,SE,1613822777,93,59.6216,17.8548,39.0,13.8
Saskylakh,96,RU,1613822778,85,71.9167,114.0833,-22.38,6.82
Talcahuano,0,CL,1613822715,58,-36.7167,-73.1167,55.4,5.75
Moree,41,AU,1613822483,39,-29.4667,149.85,80.6,11.5
Redcliffe,75,AU,1613822780,88,-27.2307,153.0973,75.99,5.75
Pedernales,0,DO,1613822781,51,18.0384,-71.744,75.52,4.47
Opuwo,78,NA,1613822781,28,-18.0607,13.84,85.06,6.89
Türkan,90,AZ,1613822782,93,40.3639,50.215,42.8,20.71
Xining,1,CN,1613822782,42,36.6167,101.7667,39.9,2.89
Jaqué,58,PA,1613822784,85,7.5175,-78.1703,75.27,6.67
Goderich,100,CA,1613822535,93,43.7501,-81.7165,23.0,11.5
Meulaboh,58,ID,1613822785,78,4.1363,96.1285,81.57,4.59
Yumen,100,CN,1613822786,40,40.2833,97.2,46.09,17.22
Taltal,28,CL,1613822540,64,-25.4,-70.4833,68.07,3.98
Faanui,37,PF,1613822787,77,-16.4833,-151.75,81.54,16.26
Chesma,100,RU,1613822788,91,53.8111,60.6533,1.94,12.21
Mossendjo,89,CG,1613822789,53,-2.9506,12.7261,86.07,3.38
Ereymentau,48,KZ,1613822789,90,51.6199,73.1033,-1.17,12.24
Egvekinot,0,RU,1613822790,77,66.3167,-179.1667,-14.04,5.84
Esperance,0,AU,1613822791,72,-33.8667,121.9,64.4,12.66
Turaif,40,SA,1613822792,54,31.6725,38.6637,53.6,13.8
Kousséri,0,CM,1613822793,9,12.0769,15.0306,82.4,11.5
Wainwright,0,CA,1613822793,62,52.839,-110.8572,17.6,10.36
South Bend,1,US,1613822597,78,41.6834,-86.25,8.01,4.61
San Lorenzo,0,PY,1613822795,61,-25.3333,-57.5333,78.8,5.75
Arica,75,CL,1613822769,68,-18.475,-70.3042,69.8,2.3
Ayan,100,RU,1613822796,84,56.45,138.1667,2.26,9.17
Laguna,1,US,1613822797,81,38.421,-121.4238,46.0,3.44
Versmold,0,DE,1613822797,63,52.05,8.15,62.01,10.36
Iquitos,75,PE,1613822798,100,-3.7481,-73.2472,75.2,1.28
Mocuba,93,MZ,1613822799,55,-16.8392,36.9856,93.2,2.77
Mormugao,75,IN,1613822800,54,15.4,73.8,84.2,11.5
Girvan,40,GB,1613822801,87,55.2426,-4.8555,51.8,23.02
Namtsy,0,RU,1613822802,68,62.7161,129.6658,-31.0,4.47
Moses Lake,90,US,1613822803,80,47.1301,-119.2781,30.2,2.57
Chapais,75,CA,1613822601,77,49.7834,-74.8492,-4.0,3.44
Kysyl-Syr,98,RU,1613822804,85,63.8986,122.7617,-26.9,2.46
Tokur,99,RU,1613822805,92,53.1333,132.9,-7.55,3.0
Bambous Virieux,40,MU,1613822806,74,-20.3428,57.7575,86.0,16.11
Shache,64,CN,1613822806,33,38.4167,77.2406,54.43,8.9
Cascais,75,PT,1613822807,100,38.6979,-9.4215,59.0,20.71
Anchorage,1,US,1613822724,71,61.2181,-149.9003,3.0,6.82
Anadyr,40,RU,1613822808,75,64.75,177.4833,-31.0,6.71
Omsukchan,99,RU,1613822809,81,62.5333,155.8,-26.75,4.88
Poya,93,NC,1613822810,84,-21.35,165.15,79.16,5.17
Graaff-Reinet,66,ZA,1613822810,53,-32.2522,24.5308,80.01,4.0
Sorong,77,ID,1613822811,77,-0.8833,131.25,82.51,4.94
Trabzon Province,40,TR,1613822812,42,40.9167,39.8333,44.6,4.61
Isangel,99,VU,1613822812,82,-19.55,169.2667,79.99,8.37
Grindavik,90,IS,1613822813,93,63.8424,-22.4338,41.0,16.11
Maţāy,0,EG,1613822814,27,28.419,30.7792,67.62,13.69
Lakota,36,CI,1613822815,45,5.8528,-5.6883,94.08,1.28
Plettenberg Bay,90,ZA,1613822815,67,-34.0527,23.3716,69.42,8.55
Tyup,71,KG,1613822816,80,42.7276,78.3648,35.87,5.59
Fortuna,90,US,1613822817,100,40.5982,-124.1573,46.99,19.57
Kerema,85,PG,1613822817,80,-7.9631,145.7785,79.68,5.97
Banda Aceh,48,ID,1613822818,77,5.5577,95.3222,80.78,15.23
Kedrovyy,20,RU,1613822819,71,56.1667,91.8167,-0.4,11.18
Port Hawkesbury,90,CA,1613822819,79,45.6169,-61.3485,23.0,8.05
Wanaka,29,NZ,1613822820,52,-44.7,169.15,55.56,4.81
Pacific Grove,90,US,1613822579,76,36.6177,-121.9166,51.8,8.05
Santa Helena,24,BR,1613822821,73,-2.2311,-45.3,82.62,3.53
Bontang,89,ID,1613822749,80,0.1333,117.5,81.66,8.79
Nanortalik,70,GL,1613822823,91,60.1432,-45.2371,17.92,13.13
San Jerónimo,89,PE,1613822824,63,-11.9472,-75.2829,47.8,0.38
Inírida,100,CO,1613822825,96,3.8653,-67.9239,74.28,1.25
Nishihara,1,JP,1613822826,44,26.1842,127.7558,62.6,1.66
Kolokani,32,ML,1613822826,9,13.5728,-8.0339,94.96,14.05
Itaituba,75,BR,1613822827,100,-4.2761,-55.9836,77.0,5.28
Aba,15,NG,1613822534,26,5.1066,7.3667,86.0,10.36
Nynäshamn,97,SE,1613822828,93,58.9034,17.9479,39.99,3.0
Cabedelo,40,BR,1613822829,66,-6.9811,-34.8339,86.0,11.5
Nouakchott,0,MR,1613822536,19,18.0858,-15.9785,78.8,10.36
Khipro,19,PK,1613822830,11,25.8285,69.3772,90.97,3.8
Umba,16,RU,1613822831,90,66.6871,34.3429,-5.48,3.4
Cockburn Town,1,TC,1613822614,77,21.4612,-71.1419,77.18,15.3
Novikovo,100,RU,1613822832,93,51.1537,37.8879,16.09,8.03
Westport,90,US,1613822593,69,41.1415,-73.3579,30.2,11.5
Requena,90,ES,1613822834,72,39.4883,-1.1004,64.99,2.3
Khuzdar,22,PK,1613822834,17,27.7384,66.6434,75.52,9.31
Hong Kong,63,HK,1613822835,71,22.2855,114.1577,68.0,7.23
Itarema,73,BR,1613822836,72,-2.9248,-39.9167,82.89,11.81
Port Keats,77,AU,1613822836,83,-14.25,129.55,79.92,6.02
Arrondissement de Rennes,0,FR,1613822837,58,48.1667,-1.6667,61.0,23.02
Kahului,1,US,1613822838,94,20.8947,-156.47,70.0,12.28
Glenwood Springs,40,US,1613822839,86,39.5505,-107.3248,24.01,18.41
Loralai,16,PK,1613822840,21,30.3705,68.598,68.99,9.84
Beyneu,0,KZ,1613822840,81,45.3167,55.2,30.6,6.89
Chadiza,100,ZM,1613822841,73,-14.0678,32.4392,79.83,1.28
Voyvozh,100,RU,1613822842,89,62.892,54.9635,-14.26,3.94
Liku,66,ID,1613822842,85,-0.7275,119.8922,75.33,2.35
Rafai,80,CF,1613822843,10,4.95,23.9167,101.05,3.09
Wokha,93,IN,1613822844,62,26.1,94.2667,54.59,0.98
Rumphi,100,MW,1613822844,51,-11.0186,33.8575,83.93,2.48
Saint-Pierre,75,RE,1613822845,66,-21.3393,55.4781,87.8,9.22
Paamiut,19,GL,1613822846,88,61.994,-49.6678,8.67,10.09
Scalea,0,IT,1613822769,47,39.813,15.7956,63.0,1.99
Ilām,1,NP,1613822847,38,26.9167,87.9167,78.8,3.06
De Aar,0,ZA,1613822847,11,-30.6497,24.0123,86.09,21.79
Saquena,100,PE,1613822848,94,-4.6667,-73.5167,73.31,1.32
Sørland,40,NO,1613822849,74,67.667,12.6934,32.0,6.91
Marsá Maţrūḩ,20,EG,1613822849,48,31.3525,27.2453,62.6,8.05
Ahipara,0,NZ,1613822850,86,-35.1667,173.1667,59.13,2.26
Sterling,75,US,1613822851,54,39.0062,-77.4286,25.0,12.66
Tlaxco,0,MX,1613822851,56,19.6167,-98.1167,42.49,1.41
Acajutla,0,SV,1613822753,59,13.5928,-89.8275,76.6,6.91
Passo de Camaragibe,75,BR,1613822852,65,-9.2368,-35.4901,84.2,10.36
Mahébourg,40,MU,1613822853,74,-20.4081,57.7,84.2,16.11
Kangaatsiaq,100,GL,1613822854,92,68.3065,-53.4641,-1.62,10.36
Port-Gentil,40,GA,1613822854,79,-0.7193,8.7815,84.2,4.61
Acapulco de Juárez,0,MX,1613822604,57,16.8634,-99.8901,70.54,4.79
Guangyuan,0,CN,1613822856,80,32.442,105.823,48.0,1.01
Buin,0,CL,1613822858,67,-33.7333,-70.75,66.99,0.98
Ozernovskiy,100,RU,1613822858,96,51.5,156.5167,27.14,8.59
Portland,90,US,1613822340,93,45.5234,-122.6762,41.0,0.98
Ongandjera,73,NA,1613822859,31,-17.8833,15.0667,88.16,3.18
Inhambane,75,MZ,1613822860,66,-23.865,35.3833,87.8,13.8
Ushtobe,97,KZ,1613822861,88,45.2514,77.9838,33.62,6.29
Bac Lieu,6,VN,1613822568,71,9.285,105.7244,75.25,14.79
Palana,100,RU,1613822862,93,59.1167,159.9667,6.69,10.92
Wellington,75,NZ,1613822651,77,-41.2866,174.7756,62.6,23.02
Rocha,2,UY,1613822865,63,-34.4833,-54.3333,66.92,4.68
Campeche,100,MX,1613822866,70,19.0,-90.5,64.92,4.03
Ürümqi,67,CN,1613822596,69,43.801,87.6005,33.8,4.47
Mizdah,83,LY,1613822867,20,31.4451,12.9801,69.31,6.44
Medicine Hat,1,CA,1613822588,73,50.0501,-110.6683,21.0,11.5
Esim,22,GH,1613822868,66,4.8699,-2.2405,85.77,7.29
Ust'-Koksa,81,RU,1613822869,88,50.2696,85.6108,13.33,3.58
Richards Bay,74,ZA,1613822869,66,-28.783,32.0377,85.62,8.34
Bima,92,ID,1613822870,85,-8.4667,118.7167,77.29,1.32
Port Macquarie,90,AU,1613822871,100,-31.4333,152.9167,71.6,4.61
Saint Anthony,1,US,1613822871,78,45.0205,-93.218,1.99,5.48
Mitú,100,CO,1613822600,82,1.1983,-70.1733,75.45,0.31
San Cristobal,40,VE,1613822873,100,7.7669,-72.225,73.4,2.3
Aasiaat,98,GL,1613822874,91,68.7098,-52.8699,-9.15,3.51
Balabac,90,PH,1613822875,73,7.9868,117.0645,78.84,10.67
Narsaq,75,GL,1613822875,73,60.9167,-46.05,21.2,2.73
Peniche,100,PT,1613822876,89,39.3558,-9.3811,60.01,18.99
Lorengau,30,PG,1613822877,75,-2.0226,147.2712,83.84,5.84
Popondetta,88,PG,1613822877,87,-8.7537,148.2534,76.12,2.06
Tamiahua,3,MX,1613822878,84,21.2667,-97.45,48.7,5.5
Trelew,0,AR,1613822878,33,-43.249,-65.3051,60.55,10.31
Tangshan,37,CN,1613822665,36,39.6333,118.1833,54.63,1.86
Paita,51,PE,1613822880,83,-5.0892,-81.1144,71.89,9.84
Heihe,0,CN,1613822880,56,50.2441,127.4902,6.8,2.24
Panama City,20,PA,1613822768,94,8.9936,-79.5197,75.99,2.3
Cartagena del Chairá,100,CO,1613822883,71,1.3349,-74.8429,74.7,1.34
Chukhloma,73,RU,1613822883,90,58.7525,42.6825,-0.63,3.36
Doha,40,QA,1613822620,46,25.2867,51.5333,72.0,12.66
Batticaloa,99,LK,1613822885,79,7.7102,81.6924,80.98,8.57
Lock Haven,6,US,1613822885,83,41.137,-77.4469,16.0,4.45
The Pas,90,CA,1613822698,85,53.8251,-101.2541,1.4,8.05
Makakilo City,75,US,1613822886,83,21.3469,-158.0858,73.4,10.36
Seoni,0,IN,1613822887,17,22.0833,79.5333,80.55,4.81
Macamic,75,CA,1613822888,85,48.7502,-78.9996,1.4,3.22
Yazoo City,90,US,1613822889,100,32.8551,-90.4056,23.0,0.65
Pasni,8,PK,1613822890,42,25.2631,63.471,78.1,7.92
Deputatsky,24,RU,1613822890,86,69.3,139.9,-31.4,1.88
Touros,75,BR,1613822834,62,-5.1989,-35.4608,86.0,12.66
Amapá,94,BR,1613822891,93,1.0,-52.0,74.01,3.44
Farap,0,TM,1613822892,49,39.1704,63.6116,46.4,11.5
Talnakh,38,RU,1613822893,70,69.4865,88.3972,-30.48,2.8
Pitkyaranta,100,RU,1613822893,95,61.5734,31.4792,7.81,9.55
Teguise,20,ES,1613822894,73,29.0605,-13.564,68.0,10.36
Basco,58,PH,1613822895,66,20.4487,121.9702,70.12,17.72
Gazli,0,UZ,1613822895,46,40.1333,63.45,48.36,11.63
Souillac,40,MU,1613822896,74,-20.5167,57.5167,84.2,16.11
Manjeshwar,20,IN,1613822897,45,12.7194,74.8861,87.8,11.5
La Sarre,99,CA,1613822897,95,48.8002,-79.1996,5.79,2.98
Dandong,42,CN,1613822898,84,40.1292,124.3947,32.86,3.62
Kisanga,90,TZ,1613822899,59,-7.4362,37.7034,84.15,1.01
Mwene-Ditu,100,CD,1613822899,82,-7.0,23.45,76.24,5.82
Ixtapa,18,MX,1613822900,91,20.7,-105.2,66.99,2.64
Nikolayevsk-on-Amur,100,RU,1613822900,94,53.1406,140.73,9.59,4.29
Coahuayana Viejo,7,MX,1613822901,72,18.7333,-103.6833,64.44,3.78
Artyom,90,AZ,1613822902,93,40.4723,50.333,42.8,20.71
Denpasar,40,ID,1613822902,83,-8.65,115.2167,80.6,8.05
Sinnamary,73,GF,1613822903,78,5.3833,-52.95,79.9,11.97
Okato,0,NZ,1613822903,93,-39.2,173.8833,53.01,3.0
Lábrea,100,BR,1613822904,96,-7.2586,-64.7981,72.55,2.04
Teya,100,RU,1613822905,86,60.3778,92.6267,-8.72,6.73
Verkhoyansk,1,RU,1613822905,78,67.5447,133.385,-37.86,0.56
Impfondo,75,CG,1613822906,26,1.6381,18.0667,92.5,3.51
College,1,US,1613822907,83,64.8569,-147.8028,-20.99,4.61
Berdigestyakh,100,RU,1613822907,83,62.0989,126.6992,-25.94,0.78
Ballina,90,AU,1613822908,88,-28.8667,153.5667,73.4,9.22
Iqaluit,1,CA,1613822909,68,63.7506,-68.5145,-25.01,13.8
Fare,95,PF,1613822909,77,-16.7,-151.0167,81.39,14.81
Port Blair,100,IN,1613822910,73,11.6667,92.75,81.01,13.38
Miraflores,1,MX,1613822911,49,19.2167,-98.8083,44.6,4.61
Khingansk,100,RU,1613822911,95,49.1167,131.1833,-2.92,5.53
Kiunga,74,PG,1613822913,98,-6.1219,141.2906,75.25,4.74
Pecos,1,US,1613822913,93,31.4229,-103.4932,26.6,5.06
Balta,23,UA,1613822914,96,47.9355,29.6198,31.15,7.23
Ibrā’,0,OM,1613822915,12,22.6906,58.5334,86.81,10.74
Manaure,49,CO,1613822915,80,11.7751,-72.4445,75.69,14.2
Comodoro Rivadavia,0,AR,1613822916,44,-45.8667,-67.5,59.0,14.97
Vanimo,56,PG,1613822917,80,-2.6741,141.3028,79.3,2.04
Tullahoma,1,US,1613822917,85,35.362,-86.2094,17.6,3.85
Katangli,100,RU,1613822918,98,51.7102,143.2326,19.56,11.25
Boone,1,US,1613822918,68,39.0334,-92.3335,19.4,4.61
Aldan,71,RU,1613822919,86,58.6031,125.3894,-24.92,2.51
Lüderitz,0,NA,1613822920,45,-26.6481,15.1594,73.49,28.57
Borovskoy,98,KZ,1613822920,93,53.8,64.15,3.15,10.92
Takoradze,22,GH,1613822921,64,4.8845,-1.7554,86.74,6.96
Yarkovo,100,RU,1613822922,92,57.4028,67.0786,-2.99,4.88
Cedar City,1,US,1613822922,32,37.6775,-113.0619,36.0,11.5
Fort Nelson,75,CA,1613822923,79,58.8053,-122.7002,21.2,9.22
Kavaratti,26,IN,1613822924,58,10.5669,72.642,81.84,1.28
Nantucket,90,US,1613822924,93,41.2835,-70.0995,33.01,12.66
Polyarny,40,RU,1613822925,78,69.1989,33.4478,-0.4,9.26
Hirtshals,75,DK,1613822926,87,57.5881,9.9592,46.99,11.5
Port Augusta,75,AU,1613822926,94,-32.5,137.7667,71.01,13.8
Sassandra,59,CI,1613822821,68,4.95,-6.0833,84.54,4.16
Seredka,90,RU,1613822928,73,58.1584,28.1858,21.2,6.71
Ponta Delgada,20,PT,1613822929,66,37.7333,-25.6667,53.6,10.36
Naryan-Mar,100,RU,1613822930,87,67.6713,53.087,-19.07,8.28
Mushie,100,CD,1613822930,47,-3.0167,16.9,89.8,4.59
Te Anau,36,NZ,1613822931,78,-45.4167,167.7167,50.85,2.55
Konstantinovka,81,RU,1613822932,90,49.6167,127.9833,0.54,4.74
Otane,0,NZ,1613822932,90,-39.8833,176.6333,61.0,1.92
Avera,1,US,1613822934,91,33.194,-82.5271,30.2,3.44
Ribas do Rio Pardo,6,BR,1613822934,61,-20.4431,-53.7592,73.67,3.18
Balkanabat,12,TM,1613822935,47,39.5108,54.3671,50.41,1.48
Santiago,0,CL,1613822935,67,-33.4569,-70.6483,66.99,2.26
Ocós,1,GT,1613822937,86,14.5094,-92.1933,62.01,1.01
Beihai,22,CN,1613822937,69,21.4833,109.1,67.84,5.35
Río Gallegos,97,AR,1613822938,52,-51.6226,-69.2181,54.41,17.05
Ambilobe,100,MG,1613822939,78,-13.2,49.05,85.08,4.99
Acaraú,78,BR,1613822939,73,-2.8856,-40.12,82.72,12.21
Diok’nisi,75,GE,1613822940,75,41.6293,42.3917,41.0,11.5
Tomatlán,34,MX,1613822941,91,19.9333,-105.25,62.1,2.48
Mutare,100,ZW,1613822942,49,-18.9707,32.6709,84.22,1.54
Port Moresby,20,PG,1613822942,88,-9.4431,147.1797,77.0,5.75
Beira,75,MZ,1613822943,59,-19.8436,34.8389,95.0,11.5
Huallanca,95,PE,1613822943,53,-9.8993,-76.9417,44.8,2.64
Lalibela,45,ET,1613822944,27,12.0333,39.0333,75.25,5.86
Sfântu Gheorghe,100,RO,1613822945,93,45.8667,25.7833,41.0,1.99
Kaliua,98,TZ,1613822946,71,-5.0606,31.7936,79.12,4.09
Kisangani,97,CD,1613822947,36,0.5167,25.2,92.46,2.95
Banjar,40,ID,1613822948,83,-8.19,114.9675,80.6,8.05
Padang,20,ID,1613822949,78,-0.9492,100.3543,82.4,4.61
Sagamu,2,NG,1613822950,13,6.8432,3.6478,101.97,0.6
Peto,59,MX,1613822950,81,20.1333,-88.9167,62.65,4.12
Bograd,0,RU,1613822952,62,54.2344,90.8328,12.2,2.24
Baruun-Urt,97,MN,1613822952,94,46.6806,113.2792,23.65,5.75
Ancud,0,CL,1613822953,81,-41.8697,-73.8203,50.0,6.91
Moyale,94,KE,1613822954,37,3.5167,39.0584,84.76,6.89
Zhicheng,0,CN,1613822955,56,30.2956,111.5047,64.0,8.77
Nurobod,75,UZ,1613822956,71,40.9056,69.8023,46.4,4.61
Cayenne,75,GF,1613822814,89,4.9333,-52.3333,80.6,6.91
Buchanan,99,LR,1613822957,65,5.8808,-10.0467,85.42,5.35
Port Pirie,75,AU,1613822957,94,-33.1833,138.0167,66.2,13.8
Aquiraz,75,BR,1613822958,83,-3.9014,-38.3911,78.8,9.22
Praia,29,CV,1613822959,57,14.9215,-23.5087,75.2,20.71
Parakou,69,BJ,1613822959,10,9.3372,2.6303,93.24,4.21
Huarmey,40,PE,1613822960,81,-10.0681,-78.1522,69.51,4.99
Vanavara,99,RU,1613822961,87,60.34,102.2797,-16.58,4.56
Lufilufi,75,WS,1613822961,94,-13.8745,-171.5986,77.0,3.44
Srednekolymsk,89,RU,1613822962,82,67.45,153.6833,-33.25,2.77
Maxixe,75,MZ,1613822962,66,-23.8597,35.3472,87.8,13.8
Quesnel,90,CA,1613822963,69,52.9999,-122.5029,28.4,10.36
Marsh Harbour,28,BS,1613822717,85,26.5412,-77.0636,72.86,15.88
Arlit,80,NE,1613822965,13,18.7369,7.3853,79.32,1.74
Aranjuez,0,ES,1613822966,51,40.0311,-3.6025,66.99,9.22
Barashevo,87,RU,1613822966,93,54.5325,42.8792,6.46,4.85
Loandjili,98,CG,1613822967,64,-4.7561,11.8578,84.79,5.48
Rundu,91,NA,1613822968,66,-17.9333,19.7667,78.15,5.93
